lat,lon,count
43.538,-96.764,7
43.538,-96.761,7
43.538,-96.76,9
43.538,-96.74,734
43.538,-96.737,116
43.538,-96.735,8
43.538,-96.734,26
43.538,-96.733,27
43.538,-96.732,7
43.538,-96.731,25
43.538,-96.727,8
43.538,-96.695,9
43.538,-96.691,32
43.538,-96.688,7
43.538,-96.685,24
43.538,-96.681,16
43.538,-96.678,9
43.538,-96.677,12
43.538,-96.656,9
43.538,-96.652,9
43.538,-96.636,11
43.539,-96.824,8
43.539,-96.804,17
43.539,-96.791,28
43.539,-96.78,6
43.539,-96.762,7
43.539,-96.741,16
43.539,-96.74,33
43.539,-96.736,16
43.539,-96.693,20
43.539,-96.69,226
43.539,-96.689,747
43.539,-96.681,149
43.539,-96.624,54
43.54,-96.802,46
43.54,-96.787,6
43.54,-96.782,16
43.54,-96.781,61
43.54,-96.775,8
43.54,-96.736,45
43.54,-96.731,9
43.54,-96.714,36
43.54,-96.698,76
43.54,-96.697,9
43.54,-96.624,7
43.541,-99.816,76
43.541,-96.781,14
43.541,-96.736,21
43.541,-96.733,101
43.541,-96.732,7
43.541,-96.726,10
43.541,-96.722,6
43.541,-96.714,6
43.541,-96.712,57
43.541,-96.658,260
43.542,-103.484,9
43.542,-96.842,211
43.542,-96.797,33
43.542,-96.786,18
43.542,-96.785,15
43.542,-96.783,209
43.542,-96.781,138
43.542,-96.78,54
43.542,-96.763,47
43.542,-96.76,20
43.542,-96.759,6
43.542,-96.757,17
43.542,-96.746,19
43.542,-96.737,6
43.542,-96.734,78
43.542,-96.731,11
43.542,-96.728,127
43.542,-96.721,70
43.542,-96.718,22
43.542,-96.711,14
43.542,-96.707,12
43.542,-96.678,49
43.542,-96.673,74
43.542,-96.662,51
43.542,-96.641,6
43.543,-97.33,13
43.543,-97.255,16
43.543,-97.185,17
43.543,-97.138,18
43.543,-96.997,6
43.543,-96.824,17
43.543,-96.8,23
43.543,-96.799,11
43.543,-96.797,13
43.543,-96.791,17
43.543,-96.787,7
43.543,-96.786,6
43.543,-96.784,18
43.543,-96.783,34
43.543,-96.781,15
43.543,-96.78,61
43.543,-96.779,6
43.543,-96.776,9
43.543,-96.775,125
43.543,-96.774,10
43.543,-96.773,7
43.543,-96.769,27
43.543,-96.768,30
43.543,-96.762,28
43.543,-96.761,33
43.543,-96.76,53
43.543,-96.759,12
43.543,-96.757,50
43.543,-96.75,7
43.543,-96.749,7
43.543,-96.748,8
43.543,-96.747,12
43.543,-96.745,25
43.543,-96.739,13
43.543,-96.727,14
43.543,-96.726,18
43.543,-96.717,24
43.543,-96.662,12
43.543,-96.661,10
43.543,-96.659,7
43.543,-96.653,8
43.543,-96.648,9
43.543,-96.629,24
43.544,-96.806,64
43.544,-96.79,10
43.544,-96.785,13
43.544,-96.784,7
43.544,-96.78,13
43.544,-96.775,20
43.544,-96.774,25
43.544,-96.771,6
43.544,-96.768,16
43.544,-96.767,9
43.544,-96.765,52
43.544,-96.764,26
43.544,-96.762,7
43.544,-96.761,14
43.544,-96.759,8
43.544,-96.753,12
43.544,-96.751,6
43.544,-96.75,16
43.544,-96.747,6
43.544,-96.746,7
43.544,-96.744,54
43.544,-96.741,7
43.544,-96.74,94
43.544,-96.738,111
43.544,-96.735,28
43.544,-96.734,21
43.544,-96.732,843
43.544,-96.731,60
43.544,-96.73,28
43.544,-96.728,10
43.544,-96.727,39
43.544,-96.726,13
43.544,-96.724,11
43.544,-96.717,6
43.544,-96.703,9
43.544,-96.702,6
43.544,-96.679,6
43.544,-96.674,6
43.544,-96.662,13
43.544,-96.658,7
43.544,-96.657,14
43.544,-96.656,11
43.544,-96.655,10
43.545,-97.986,53
43.545,-97.982,8
43.545,-97.501,137
43.545,-96.87,17
43.545,-96.846,6
43.545,-96.845,6
43.545,-96.844,12
43.545,-96.843,12
43.545,-96.842,73
43.545,-96.79,26
43.545,-96.78,9
43.545,-96.778,11
43.545,-96.766,16
43.545,-96.765,12
43.545,-96.761,12
43.545,-96.76,30
43.545,-96.757,72
43.545,-96.756,42
43.545,-96.746,23
43.545,-96.744,16
43.545,-96.732,171
43.545,-96.731,15
43.545,-96.728,15
43.545,-96.726,16
43.545,-96.723,338
43.545,-96.722,15
43.545,-96.721,32
43.545,-96.718,332
43.545,-96.717,143
43.545,-96.714,6
43.545,-96.708,8
43.545,-96.701,106
43.545,-96.695,12
43.545,-96.694,6
43.545,-96.689,6
43.545,-96.685,7
43.545,-96.681,61
43.545,-96.679,9
43.545,-96.678,15
43.545,-96.653,14
43.545,-96.631,407
43.546,-99.209,50
43.546,-96.843,12
43.546,-96.841,11
43.546,-96.84,7
43.546,-96.757,11
43.546,-96.737,9
43.546,-96.727,6
43.546,-96.726,19
43.546,-96.712,12
43.546,-96.711,23
43.546,-96.71,15
43.546,-96.709,6
43.546,-96.702,25
43.546,-96.701,8
43.546,-96.694,6
43.546,-96.693,16
43.546,-96.692,17
43.546,-96.691,38
43.546,-96.688,8
43.546,-96.685,7
43.546,-96.684,7
43.546,-96.683,10
43.546,-96.678,15
43.546,-96.674,73
43.546,-96.654,17
43.546,-96.653,6
43.547,-96.78,12
43.547,-96.743,20
43.547,-96.738,36
43.547,-96.737,14
43.547,-96.731,34
43.547,-96.728,56
43.547,-96.727,13
43.547,-96.726,66
43.547,-96.724,14
43.547,-96.705,39
43.547,-96.698,8
43.547,-96.697,7
43.547,-96.695,233
43.547,-96.693,24
43.547,-96.691,18
43.547,-96.688,17
43.547,-96.677,9
43.547,-96.654,7
43.548,-99.442,6
43.548,-97.497,359
43.548,-97.494,363
43.548,-96.78,16
43.548,-96.761,7
43.548,-96.74,72
43.548,-96.731,27
43.548,-96.73,7
43.548,-96.729,20
43.548,-96.728,49
43.548,-96.727,12
43.548,-96.726,23
43.548,-96.724,135
43.548,-96.723,6
43.548,-96.722,6
43.548,-96.721,40
43.548,-96.711,74
43.548,-96.695,212
43.548,-96.683,43
43.548,-96.681,9
43.548,-96.678,78
43.548,-96.675,65
43.548,-96.674,162
43.548,-96.672,60
43.548,-96.668,7
43.548,-96.662,27
43.548,-96.645,90
43.548,-96.642,13
43.549,-101.898,10
43.549,-96.802,109
43.549,-96.78,54
43.549,-96.761,17
43.549,-96.75,20
43.549,-96.73,420
43.549,-96.729,10
43.549,-96.728,31
43.549,-96.727,469
43.549,-96.726,60
43.549,-96.725,78
43.549,-96.724,40
43.549,-96.722,14
43.549,-96.72,193
43.549,-96.713,11
43.549,-96.709,19
43.549,-96.708,144
43.549,-96.707,6
43.549,-96.706,12
43.549,-96.7,2773
43.549,-96.698,20
43.549,-96.693,7
43.549,-96.653,79
43.549,-96.633,26
43.55,-97.5,26
43.55,-97.495,23
43.55,-96.781,8
43.55,-96.78,13
43.55,-96.759,40
43.55,-96.731,6
43.55,-96.73,6
43.55,-96.728,8
43.55,-96.727,13
43.55,-96.726,20
43.55,-96.724,29
43.55,-96.722,6
43.55,-96.715,26
43.55,-96.713,11
43.55,-96.697,18
43.55,-96.696,9
43.55,-96.692,8
43.55,-96.67,15
43.55,-96.669,296
43.55,-96.636,266
43.551,-97.501,9
43.551,-97.497,27
43.551,-97.474,14
43.551,-96.781,10
43.551,-96.78,15
43.551,-96.759,63
43.551,-96.754,31
43.551,-96.747,8
43.551,-96.737,8
43.551,-96.731,8
43.551,-96.728,15
43.551,-96.727,154
43.551,-96.724,13
43.551,-96.723,18
43.551,-96.718,10
43.551,-96.711,7
43.551,-96.709,561
43.551,-96.708,66
43.551,-96.701,3725
43.551,-96.671,12
43.551,-96.665,25
43.551,-96.652,29
43.552,-96.781,14
43.552,-96.78,21
43.552,-96.772,18
43.552,-96.75,9
43.552,-96.735,8
43.552,-96.725,19
43.552,-96.714,8
43.552,-96.713,30
43.552,-96.711,8
43.552,-96.693,30
43.552,-96.625,43
43.552,-96.591,6
43.553,-103.315,11
43.553,-96.802,6
43.553,-96.772,14
43.553,-96.731,6
43.553,-96.709,7
43.553,-96.691,10
43.553,-96.672,15
43.553,-96.669,10
43.554,-96.81,12
43.554,-96.78,11
43.554,-96.772,7
43.554,-96.766,11
43.554,-96.743,1005
43.555,-103.314,12
43.555,-97.504,114
43.555,-97.494,32
43.555,-96.803,23
43.555,-96.795,35
43.555,-96.779,22
43.555,-96.731,6
43.555,-96.727,11
43.555,-96.722,7
43.555,-96.709,24
43.555,-96.708,22
43.555,-96.669,20
43.556,-103.478,21
43.556,-96.802,8
43.556,-96.78,11
43.556,-96.779,13
43.556,-96.771,6
43.556,-96.754,10
43.556,-96.746,21
43.556,-96.727,25
43.556,-96.725,11
43.556,-96.723,18
43.556,-96.722,8
43.556,-96.714,10
43.556,-96.669,17
43.557,-96.731,137
43.557,-96.73,18
43.557,-96.724,6
43.557,-96.721,15
43.557,-96.693,6
43.558,-96.803,154
43.558,-96.801,332
43.558,-96.779,6
43.558,-96.761,7
43.558,-96.76,100
43.558,-96.759,881
43.558,-96.749,9
43.558,-96.731,46
43.558,-96.728,118
43.558,-96.727,10
43.558,-96.723,23
43.558,-96.722,16
43.558,-96.721,25
43.558,-96.714,69
43.558,-96.706,59
43.558,-96.691,97
43.558,-96.688,9
43.558,-96.661,9
43.559,-101.284,9
43.559,-96.802,194
43.559,-96.797,12
43.559,-96.779,7
43.559,-96.75,38
43.559,-96.731,6
43.559,-96.72,9
43.559,-96.719,7
43.559,-96.705,6
43.559,-96.657,27
43.56,-96.781,67
43.56,-96.752,141
43.56,-96.751,668
43.56,-96.75,17
43.56,-96.749,9
43.56,-96.746,17
43.56,-96.73,6
43.56,-96.728,6
43.56,-96.693,6
43.561,-100.745,76
43.561,-97.501,19
43.561,-97.177,7
43.561,-96.791,7
43.561,-96.778,14
43.561,-96.769,12
43.561,-96.757,12
43.561,-96.753,14
43.561,-96.752,7
43.561,-96.751,23
43.561,-96.75,17
43.561,-96.749,143
43.561,-96.748,14
43.561,-96.745,30
43.561,-96.731,79
43.561,-96.721,133
43.561,-96.706,8
43.561,-96.704,14
43.561,-96.702,14
43.561,-96.695,25
43.561,-96.69,6
43.561,-96.649,13
43.562,-101.214,6
43.562,-101.211,12
43.562,-96.969,132
43.562,-96.795,18
43.562,-96.781,41
43.562,-96.778,8
43.562,-96.76,105
43.562,-96.759,7
43.562,-96.756,35
43.562,-96.754,20
43.562,-96.753,201
43.562,-96.752,50
43.562,-96.748,73
43.562,-96.747,21
43.562,-96.746,95
43.562,-96.745,133
43.562,-96.744,33
43.562,-96.719,48
43.562,-96.718,6
43.562,-96.715,8
43.562,-96.714,7
43.562,-96.711,6
43.562,-96.706,17
43.562,-96.704,35
43.562,-96.7,7
43.563,-103.474,11
43.563,-101.335,10
43.563,-101.313,22
43.563,-101.241,7
43.563,-96.799,103
43.563,-96.781,6
43.563,-96.774,12
43.563,-96.76,145
43.563,-96.758,15
43.563,-96.757,10
43.563,-96.756,37
43.563,-96.755,6
43.563,-96.754,7
43.563,-96.753,27
43.563,-96.751,7
43.563,-96.747,17
43.563,-96.746,7
43.563,-96.744,34
43.563,-96.743,11
43.563,-96.738,257
43.563,-96.735,11
43.563,-96.734,10
43.563,-96.732,8
43.563,-96.731,7
43.563,-96.721,13
43.563,-96.719,16
43.563,-96.708,58
43.563,-96.707,68
43.563,-96.7,6
43.563,-96.695,10
43.564,-100.743,1462
43.564,-96.787,16
43.564,-96.778,6
43.564,-96.761,11
43.564,-96.76,9
43.564,-96.756,67
43.564,-96.755,22
43.564,-96.754,27
43.564,-96.74,48
43.564,-96.738,103
43.564,-96.735,56
43.564,-96.734,7
43.564,-96.733,12
43.564,-96.731,34
43.564,-96.73,26
43.564,-96.696,15
43.564,-96.691,25
43.565,-100.748,66
43.565,-100.745,86
43.565,-96.787,16
43.565,-96.778,6
43.565,-96.773,35
43.565,-96.765,8
43.565,-96.756,25
43.565,-96.755,67
43.565,-96.754,10
43.565,-96.746,6
43.565,-96.737,15
43.565,-96.731,12
43.565,-96.723,14
43.565,-96.718,18
43.565,-96.712,8
43.565,-96.711,18
43.565,-96.708,8
43.565,-96.696,6
43.565,-96.678,48
43.565,-96.672,11
43.566,-100.749,13
43.566,-96.786,9
43.566,-96.761,15
43.566,-96.758,6
43.566,-96.731,20
43.566,-96.719,13
43.566,-96.59,7
43.566,-96.586,7
43.567,-97.387,8
43.567,-96.771,51
43.567,-96.768,6
43.567,-96.657,27
43.567,-96.61,8
43.567,-96.585,78
43.568,-97.187,6
43.568,-96.784,19
43.568,-96.783,13
43.568,-96.777,11
43.568,-96.771,20
43.568,-96.769,29
43.568,-96.751,24
43.568,-96.741,6
43.568,-96.706,10
43.568,-96.705,11
43.568,-96.698,30
43.568,-96.693,10
43.569,-97.188,17
43.569,-97.187,13
43.569,-96.776,21
43.569,-96.771,7
43.569,-96.77,9
43.569,-96.769,7
43.569,-96.768,6
43.569,-96.738,12
43.569,-96.737,23
43.57,-97.186,8
43.57,-96.777,7
43.57,-96.769,10
43.57,-96.768,27
43.57,-96.765,8
43.57,-96.76,40
43.57,-96.589,218
43.571,-103.951,33
43.571,-103.95,57
43.571,-97.186,7
43.571,-96.786,23
43.571,-96.776,9
43.571,-96.77,20
43.571,-96.769,13
43.571,-96.684,59
43.572,-100.744,10
43.572,-97.58,16
43.572,-96.942,13
43.572,-96.77,7
43.572,-96.732,8
43.572,-96.731,7
43.572,-96.73,8
43.572,-96.722,6
43.572,-96.685,12
43.573,-103.487,8
43.573,-101.666,94
43.573,-96.776,12
43.573,-96.77,19
43.573,-96.769,80
43.573,-96.768,7
43.573,-96.767,7
43.573,-96.729,17
43.573,-96.72,10
43.573,-96.719,9
43.573,-96.71,6
43.573,-96.595,6
43.574,-96.78,6
43.574,-96.775,8
43.574,-96.773,389
43.574,-96.769,12
43.574,-96.767,17
43.574,-96.724,9
43.574,-96.719,10
43.574,-96.693,6
43.574,-96.655,38
43.575,-96.777,19
43.575,-96.766,8
43.575,-96.712,8
43.575,-96.672,10
43.575,-96.6,129
43.576,-96.771,10
43.576,-96.72,6
43.576,-96.684,12
43.576,-96.659,24
43.576,-96.599,14
43.576,-96.598,38
43.576,-96.592,65
43.577,-101.52,6
43.577,-97.286,57
43.577,-96.693,7
43.577,-96.68,8
43.577,-96.678,13
43.577,-96.677,6
43.577,-96.495,10
43.577,-96.494,18
43.578,-101.511,18
43.578,-98.264,12
43.578,-96.78,14
43.578,-96.777,204
43.578,-96.771,8
43.578,-96.714,87
43.578,-96.702,9
43.578,-96.631,11
43.578,-96.459,11
43.579,-102.893,12
43.579,-96.738,12
43.579,-96.732,62
43.579,-96.73,116
43.579,-96.72,41
43.579,-96.469,10
43.58,-96.781,12
43.58,-96.77,20
43.58,-96.759,7
43.58,-96.733,72
43.58,-96.732,169
43.58,-96.731,87
43.58,-96.726,6
43.58,-96.719,10
43.58,-96.695,6
43.581,-103.304,6
43.581,-101.574,25
43.581,-96.78,14
43.581,-96.76,8
43.581,-96.735,6
43.581,-96.733,11
43.581,-96.732,24
43.581,-96.731,67
43.581,-96.721,41
43.581,-96.699,8
43.581,-96.697,7
43.581,-96.693,10
43.581,-96.592,8
43.581,-96.589,6
43.582,-96.738,12
43.583,-96.757,8
43.583,-96.755,14
43.583,-96.738,43
43.583,-96.729,13
43.584,-96.72,76
43.584,-96.718,6
43.584,-96.717,23
43.584,-96.716,6
43.584,-96.695,48
43.585,-96.769,10
43.585,-96.767,24
43.585,-96.721,8
43.585,-96.718,31
43.585,-96.583,15
43.585,-96.582,48
43.586,-96.777,29
43.586,-96.77,11
43.586,-96.768,22
43.586,-96.76,7
43.586,-96.754,6
43.586,-96.719,6
43.587,-100.202,72
43.587,-97.293,147
43.587,-97.168,31
43.587,-97.167,6
43.587,-96.77,9
43.587,-96.72,6
43.587,-96.712,9
43.587,-96.711,41
43.587,-96.709,10
43.587,-96.704,11
43.588,-100.201,53
43.588,-98.436,10
43.588,-98.006,12
43.588,-96.755,10
43.588,-96.724,6
43.588,-96.711,7
43.588,-96.678,20
43.588,-96.677,6
43.588,-96.595,11
43.588,-96.551,9
43.589,-96.77,7
43.589,-96.731,10
43.589,-96.71,20
43.589,-96.694,6
43.589,-96.543,28
43.59,-96.952,59
43.59,-96.951,51
43.59,-96.757,557
43.59,-96.756,207
43.59,-96.589,31
43.59,-96.549,17
43.591,-98.441,7
43.591,-96.786,270
43.591,-96.756,6
43.591,-96.711,8
43.591,-96.613,203
43.591,-96.589,200
43.591,-96.527,14
43.592,-97.183,9
43.592,-96.771,8
43.592,-96.572,6
43.592,-96.567,167
43.592,-96.565,12
43.592,-96.55,9
43.592,-96.549,71
43.592,-96.528,13
43.592,-96.527,166
43.593,-96.754,19
43.593,-96.714,7
43.593,-96.712,8
43.593,-96.586,7
43.593,-96.524,9
43.594,-100.189,10
43.594,-96.796,7
43.594,-96.781,10
43.594,-96.779,10
43.594,-96.771,15
43.594,-96.757,7
43.594,-96.717,7
43.594,-96.713,10
43.594,-96.712,16
43.594,-96.57,31
43.594,-96.546,73
43.595,-96.793,6
43.595,-96.764,7
43.595,-96.741,6
43.595,-96.739,19
43.595,-96.738,28
43.595,-96.712,7
43.595,-96.71,12
43.595,-96.589,18
43.595,-96.553,20
43.596,-100.189,14
43.596,-99.491,6
43.596,-96.771,33
43.597,-97.29,7
43.597,-96.791,7
43.597,-96.771,10
43.597,-96.76,10
43.597,-96.711,15
43.597,-96.676,7
43.597,-96.675,10
43.597,-96.585,11
43.598,-97.288,82
43.598,-96.95,7
43.598,-96.791,6
43.598,-96.716,12
43.598,-96.676,9
43.599,-103.2,9
43.599,-97.289,10
43.599,-97.288,74
43.599,-97.287,78
43.599,-96.711,7
43.599,-96.591,10
43.599,-96.568,14
43.599,-96.546,6
43.6,-103.2,45
43.6,-102.506,6
43.6,-98.2,18
43.6,-98.099,20
43.6,-97.7,14
43.6,-97.299,70
43.6,-97.295,11
43.6,-96.776,12
43.6,-96.77,8
43.6,-96.766,14
43.6,-96.76,161
43.6,-96.724,14
43.6,-96.719,486
43.6,-96.715,25
43.6,-96.712,55
43.6,-96.711,7
43.6,-96.71,40
43.6,-96.7,6
43.6,-96.59,6
43.6,-96.577,43
43.601,-100.192,6
43.601,-97.237,7
43.601,-97.089,7
43.601,-96.782,6
43.601,-96.773,6
43.601,-96.772,17
43.601,-96.771,6
43.601,-96.77,19
43.601,-96.769,29
43.601,-96.768,12
43.601,-96.767,81
43.601,-96.763,102
43.601,-96.76,148
43.601,-96.715,13
43.601,-96.712,19
43.601,-96.711,15
43.601,-96.71,15
43.601,-96.705,10
43.601,-96.571,10
43.602,-96.797,14
43.602,-96.79,89
43.602,-96.789,169
43.602,-96.788,33
43.602,-96.787,7
43.602,-96.786,7
43.602,-96.781,11
43.602,-96.78,8
43.602,-96.773,19
43.602,-96.772,24
43.602,-96.771,14
43.602,-96.769,12
43.602,-96.767,228
43.602,-96.766,65
43.602,-96.765,20
43.602,-96.738,6
43.602,-96.715,22
43.602,-96.714,95
43.602,-96.712,71
43.602,-96.711,16
43.602,-96.71,53
43.602,-96.573,7
43.603,-97.62,7
43.603,-96.79,76
43.603,-96.789,304
43.603,-96.788,20
43.603,-96.768,28
43.603,-96.767,309
43.603,-96.766,18
43.603,-96.717,121
43.603,-96.716,16
43.603,-96.715,16
43.603,-96.714,61
43.603,-96.713,172
43.603,-96.712,380
43.603,-96.711,74
43.603,-96.71,86
43.603,-96.709,13
43.603,-96.692,13
43.603,-96.593,16
43.604,-96.832,15
43.604,-96.789,17
43.604,-96.771,8
43.604,-96.769,24
43.604,-96.768,152
43.604,-96.767,32
43.604,-96.766,143
43.604,-96.763,109
43.604,-96.718,9
43.604,-96.714,11
43.604,-96.713,50
43.604,-96.712,448
43.604,-96.711,62
43.604,-96.659,12
43.604,-96.656,7
43.604,-96.571,17
43.605,-96.955,7
43.605,-96.95,9
43.605,-96.946,9
43.605,-96.79,21
43.605,-96.771,10
43.605,-96.77,14
43.605,-96.769,15
43.605,-96.768,15
43.605,-96.764,8
43.605,-96.712,15
43.605,-96.709,8
43.605,-96.708,6
43.605,-96.706,16
43.605,-96.704,8
43.605,-96.701,8
43.605,-96.698,14
43.605,-96.639,13
43.605,-96.573,12
43.605,-96.572,12
43.605,-96.571,7
43.605,-96.57,8
43.605,-96.569,13
43.606,-96.965,7
43.606,-96.768,146
43.606,-96.767,126
43.606,-96.724,7
43.606,-96.723,6
43.606,-96.717,10
43.606,-96.707,10
43.606,-96.705,18
43.606,-96.691,15
43.606,-96.689,18
43.606,-96.686,7
43.606,-96.574,57
43.606,-96.573,40
43.606,-96.572,7
43.607,-103.592,94
43.607,-96.95,12
43.607,-96.946,40
43.607,-96.773,25
43.607,-96.77,6
43.607,-96.727,8
43.607,-96.714,11
43.607,-96.712,7
43.607,-96.574,152
43.607,-96.573,271
43.607,-96.572,27
43.607,-96.534,14
43.608,-97.017,20
43.608,-97.015,10
43.608,-97.012,6
43.608,-97.011,6
43.608,-96.977,6
43.608,-96.976,15
43.608,-96.973,7
43.608,-96.963,7
43.608,-96.961,8
43.608,-96.958,8
43.608,-96.956,8
43.608,-96.953,23
43.608,-96.95,6
43.608,-96.932,7
43.608,-96.919,6
43.608,-96.901,8
43.608,-96.896,20
43.608,-96.892,6
43.608,-96.882,9
43.608,-96.881,6
43.608,-96.88,9
43.608,-96.877,8
43.608,-96.876,11
43.608,-96.875,7
43.608,-96.874,6
43.608,-96.872,6
43.608,-96.869,8
43.608,-96.868,7
43.608,-96.863,10
43.608,-96.859,6
43.608,-96.857,8
43.608,-96.855,10
43.608,-96.854,7
43.608,-96.853,6
43.608,-96.852,7
43.608,-96.85,9
43.608,-96.844,11
43.608,-96.841,7
43.608,-96.84,9
43.608,-96.838,8
43.608,-96.834,10
43.608,-96.833,9
43.608,-96.831,20
43.608,-96.83,11
43.608,-96.826,8
43.608,-96.825,6
43.608,-96.821,8
43.608,-96.819,7
43.608,-96.817,7
43.608,-96.815,8
43.608,-96.814,7
43.608,-96.813,7
43.608,-96.811,18
43.608,-96.808,6
43.608,-96.764,47
43.608,-96.737,9
43.608,-96.736,21
43.608,-96.735,6
43.608,-96.662,7
43.608,-96.573,6
43.608,-96.572,22
43.608,-96.57,7
43.608,-96.56,6
43.608,-96.537,6
43.608,-96.525,8
43.608,-96.524,6
43.608,-96.514,8
43.608,-96.503,10
43.608,-96.502,9
43.608,-96.496,7
43.608,-96.491,6
43.608,-96.487,6
43.608,-96.486,16
43.608,-96.483,6
43.608,-96.476,8
43.608,-96.433,6
43.609,-97.067,8
43.609,-97.029,9
43.609,-97.027,13
43.609,-97.021,7
43.609,-96.998,8
43.609,-96.99,8
43.609,-96.974,22
43.609,-96.97,6
43.609,-96.968,7
43.609,-96.956,9
43.609,-96.955,6
43.609,-96.924,6
43.609,-96.915,12
43.609,-96.907,7
43.609,-96.895,8
43.609,-96.887,8
43.609,-96.883,17
43.609,-96.81,107
43.609,-96.809,24
43.609,-96.796,6
43.609,-96.795,12
43.609,-96.77,7
43.609,-96.74,7
43.609,-96.71,8
43.609,-96.599,7
43.609,-96.588,7
43.609,-96.583,6
43.609,-96.58,12
43.609,-96.476,8
43.609,-96.469,6
43.609,-96.433,12
43.61,-103.596,45
43.61,-103.592,34
43.61,-103.589,58
43.61,-96.95,7
43.61,-96.949,87
43.61,-96.893,7
43.61,-96.79,6
43.61,-96.77,6
43.61,-96.648,10
43.61,-96.647,11
43.61,-96.634,19
43.61,-96.632,6
43.61,-96.62,12
43.61,-96.59,24
43.61,-96.567,7
43.611,-97.034,10
43.611,-97.033,9
43.611,-96.952,6
43.611,-96.951,16
43.611,-96.95,13
43.611,-96.787,14
43.611,-96.759,12
43.611,-96.751,7
43.611,-96.649,17
43.611,-96.572,10
43.612,-97.035,9
43.612,-96.951,26
43.612,-96.95,16
43.612,-96.784,17
43.612,-96.781,8
43.612,-96.78,7
43.612,-96.777,6
43.612,-96.776,6
43.612,-96.775,9
43.612,-96.772,7
43.612,-96.771,22
43.612,-96.77,10
43.612,-96.769,6
43.612,-96.765,7
43.612,-96.756,6
43.613,-96.948,13
43.613,-96.77,6
43.613,-96.567,184
43.614,-103.592,34
43.614,-96.95,84
43.614,-96.77,6
43.614,-96.769,22
43.614,-96.653,86
43.615,-99.491,6
43.615,-97.04,8
43.615,-96.784,8
43.616,-97.042,6
43.616,-96.572,10
43.617,-97.044,8
43.617,-96.926,6
43.617,-96.751,6
43.617,-96.572,7
43.618,-97.046,11
43.618,-96.95,8
43.618,-96.788,94
43.618,-96.787,35
43.618,-96.781,25
43.618,-96.711,9
43.619,-97.29,37
43.619,-97.049,6
43.619,-97.047,7
43.619,-96.959,104
43.619,-96.79,186
43.619,-96.77,7
43.619,-96.76,155
43.619,-96.599,16
43.62,-97.05,7
43.62,-97.049,15
43.62,-96.941,3028
43.62,-96.783,7
43.62,-96.711,16
43.621,-97.051,7
43.621,-96.711,6
43.621,-96.71,12
43.621,-96.707,82
43.622,-97.061,6
43.622,-97.053,7
43.622,-96.945,28
43.622,-96.786,207
43.622,-96.711,14
43.623,-97.054,9
43.623,-96.788,246
43.623,-96.787,71
43.624,-100.162,22
43.624,-97.056,13
43.624,-97.055,6
43.624,-96.935,116
43.624,-96.933,93
43.624,-96.787,35
43.624,-96.727,7
43.624,-96.726,13
43.624,-96.711,10
43.624,-96.593,23
43.625,-97.063,17
43.626,-101.503,9
43.626,-97.062,8
43.626,-97.059,10
43.627,-96.931,142
43.627,-96.927,6
43.627,-96.57,43
43.628,-103.595,22
43.628,-97.063,13
43.628,-96.932,28
43.628,-96.77,42
43.629,-103.595,17
43.629,-103.295,7
43.629,-98.442,6
43.629,-97.064,11
43.629,-96.77,11
43.63,-97.067,10
43.63,-97.066,7
43.63,-96.96,16
43.63,-96.949,8
43.63,-96.937,50
43.63,-96.931,199
43.631,-97.068,10
43.631,-96.946,11
43.631,-96.945,6
43.631,-96.567,280
43.632,-96.601,14
43.633,-97.072,12
43.633,-97.071,13
43.633,-96.933,35
43.634,-101.025,14
43.634,-97.073,12
43.634,-96.77,6
43.635,-103.289,11
43.635,-97.075,9
43.636,-98.442,13
43.636,-96.78,20
43.638,-97.08,13
43.638,-96.771,8
43.639,-97.082,9
43.641,-97.384,17
43.641,-97.085,63
43.641,-97.078,7
43.641,-96.77,9
43.642,-97.037,7
43.643,-97.08,6
43.644,-97.767,9
43.644,-97.085,10
43.644,-97.081,10
43.644,-96.948,12
43.645,-103.286,9
43.645,-97.595,8
43.645,-96.723,14
43.646,-97.089,23
43.646,-97.088,127
43.646,-97.084,9
43.646,-97.053,6
43.646,-96.727,10
43.647,-103.361,13
43.647,-97.094,6
43.647,-97.093,12
43.647,-97.089,86
43.647,-97.07,6
43.65,-97.09,8
43.65,-96.773,6
43.651,-97.099,8
43.651,-97.095,6
43.652,-97.1,7
43.653,-103.385,8
43.653,-97.784,46
43.653,-97.782,17
43.653,-96.774,7
43.654,-100.04,8
43.654,-97.784,29
43.654,-96.89,7
43.654,-96.889,22
43.655,-97.586,6
43.655,-97.104,9
43.655,-96.889,16
43.655,-96.816,8
43.655,-96.802,29
43.655,-96.776,7
43.655,-96.775,17
43.656,-97.106,8
43.656,-97.105,8
43.656,-96.812,27
43.657,-103.425,794
43.657,-103.407,6
43.657,-97.781,83
43.657,-97.78,10
43.657,-96.776,7
43.658,-96.807,12
43.658,-96.777,6
43.659,-96.807,11
43.659,-96.805,17
43.659,-96.739,18
43.66,-96.806,14
43.66,-96.805,49
43.661,-97.112,10
43.662,-97.748,7
43.662,-97.587,19
43.662,-97.586,9
43.662,-97.114,11
43.663,-97.688,6
43.663,-97.588,6
43.663,-97.587,38
43.663,-97.586,7
43.664,-97.787,7
43.664,-97.776,6
43.664,-97.775,9
43.664,-97.774,8
43.664,-97.773,8
43.664,-97.772,6
43.664,-97.767,10
43.664,-97.752,6
43.664,-97.597,24
